ticket_id,account_id,created_date,raw_text,true_category,true_severity
TK105059,ACC101655,2026-04-17,Webhook events stopped firing after we rotated our API keys. This is blocking all trading and needs an urgent fix. Please advise urgently.,API/Integration,Critical
TK105060,ACC101655,2026-04-29,Recon job flagged 13 unmatched trades again this morning. Disrupting our workflow but we have a workaround. This is impacting our team.,Reconciliation,Medium
TK105061,ACC101655,2026-05-21,The daily P&L export is missing columns since the last release. Not urgent but it keeps recurring. This is impacting our team.,Reporting,Medium
TK105062,ACC101656,2026-06-11,Exported report totals don't tie out to the dashboard figures. Production is down for us — critical impact. This is impacting our team.,Reporting,Critical
TK105063,ACC101656,2026-05-23,Latency spikes make the blotter unusable at peak hours. Not urgent but it keeps recurring. Any update would help.,Performance,Medium
TK105064,ACC101656,2026-06-12,Billing shows Enterprise tier but we're on Growth. It's affecting multiple users right now.,Billing,High
TK105065,ACC101656,2026-05-30,"Data migration during onboarding dropped several historical trades. Minor issue, low priority.",Onboarding,Low
TK105066,ACC101656,2026-05-12,"Several settlements missed the cutoff window yesterday. High priority, please escalate.",Settlement,High
TK105067,ACC101656,2026-04-26,Several settlements missed the cutoff window yesterday. It's affecting multiple users right now. Please advise urgently.,Settlement,High
TK105068,ACC101657,2026-05-19,Trade TRD96341 failed to settle and is stuck in pending status. This is seriously impacting our desk today.,Settlement,High
TK105069,ACC101657,2026-05-10,Position quantities are wrong after the corporate action. We cannot operate until this is resolved. This is impacting our team.,Data Accuracy,Critical
TK105070,ACC101657,2026-04-29,"Recon job flagged 16 unmatched trades again this morning. High priority, please escalate. This is impacting our team.",Reconciliation,High
TK105071,ACC101657,2026-05-20,The daily P&L export is missing columns since the last release. Just a nice-to-have improvement.,Reporting,Low
TK105072,ACC101657,2026-06-02,Reconciliation break between our ledger and your settlement report for 23/07. Disrupting our workflow but we have a workaround. Any update would help.,Reconciliation,Medium
TK105073,ACC101657,2026-07-11,Our API integration returns 500 errors on the positions endpoint. Disrupting our workflow but we have a workaround. Happy to jump on a call.,API/Integration,Medium
TK105074,ACC101658,2026-05-18,"Several settlements missed the cutoff window yesterday. High priority, please escalate.",Settlement,High
TK105075,ACC101658,2026-04-29,Billing shows Enterprise tier but we're on Growth. Not urgent but it keeps recurring. Happy to jump on a call.,Billing,Medium
TK105076,ACC101659,2026-04-21,Our API integration returns 500 errors on the positions endpoint. This is seriously impacting our desk today.,API/Integration,High
TK105077,ACC101659,2026-04-28,The daily P&L export is missing columns since the last release. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Reporting,Medium
TK105078,ACC101659,2026-07-03,Reconciliation break between our ledger and your settlement report for 15/09. Production is down for us — critical impact. Second time reporting this.,Reconciliation,Critical
TK105079,ACC101659,2026-05-21,"End-of-day balances don't match after recon — we're off by $436k. Moderate impact, we'd like this fixed soon. Please advise urgently.",Reconciliation,Medium
TK105080,ACC101660,2026-06-14,Query performance has degraded badly this week. This is blocking all trading and needs an urgent fix. Second time reporting this.,Performance,Critical
TK105081,ACC101660,2026-05-07,MFA lockout is blocking half our desk this morning. Just a nice-to-have improvement. Please advise urgently.,Access/Permissions,Low
TK105082,ACC101660,2026-05-21,This month's invoice double-charged us for seats we removed. This is seriously impacting our desk today. Second time reporting this.,Billing,High
TK105083,ACC101660,2026-05-03,Can't schedule the regulatory report — it times out on generation. Disrupting our workflow but we have a workaround. Second time reporting this.,Reporting,Medium
TK105084,ACC101660,2026-07-09,"Reconciliation break between our ledger and your settlement report for 10/01. Moderate impact, we'd like this fixed soon. Any update would help.",Reconciliation,Medium
TK105085,ACC101660,2026-07-15,"Reconciliation break between our ledger and your settlement report for 03/02. Moderate impact, we'd like this fixed soon. Please advise urgently.",Reconciliation,Medium
TK105086,ACC101661,2026-05-11,Pricing feed shows stale marks for several instruments. We cannot operate until this is resolved.,Data Accuracy,Critical
TK105087,ACC101661,2026-07-02,New user setup is confusing — we can't complete account configuration. This is seriously impacting our desk today. This is impacting our team.,Onboarding,High
TK105088,ACC101661,2026-05-28,The dashboard takes over 30 seconds to load during market open. Just a nice-to-have improvement.,Performance,Low
TK105089,ACC101661,2026-06-22,"Settlement instruction was rejected with no clear reason. High priority, please escalate.",Settlement,High
TK105090,ACC101661,2026-05-25,This month's invoice double-charged us for seats we removed. This is seriously impacting our desk today. Happy to jump on a call.,Billing,High
TK105091,ACC101661,2026-05-16,Our API integration returns 500 errors on the positions endpoint. Just a nice-to-have improvement.,API/Integration,Low
TK105092,ACC101661,2026-05-17,"Onboarding docs don't match the current UI, we're stuck at SSO setup. It's affecting multiple users right now. Second time reporting this.",Onboarding,High
TK105093,ACC101661,2026-04-21,A user can see accounts they shouldn't have permission to view. This is blocking all trading and needs an urgent fix. This is impacting our team.,Access/Permissions,Critical
TK105094,ACC101662,2026-07-12,"Billing shows Enterprise tier but we're on Growth. Moderate impact, we'd like this fixed soon. This is impacting our team.",Billing,Medium
TK105095,ACC101663,2026-06-22,End-of-day balances don't match after recon — we're off by $67k. Disrupting our workflow but we have a workaround. Second time reporting this.,Reconciliation,Medium
TK105096,ACC101663,2026-05-14,Webhook events stopped firing after we rotated our API keys. It's affecting multiple users right now. Any update would help.,API/Integration,High
TK105097,ACC101663,2026-06-09,Pricing feed shows stale marks for several instruments. This is blocking all trading and needs an urgent fix.,Data Accuracy,Critical
TK105098,ACC101664,2026-07-03,Webhook events stopped firing after we rotated our API keys. Disrupting our workflow but we have a workaround. Any update would help.,API/Integration,Medium
TK105099,ACC101664,2026-06-19,Billing shows Enterprise tier but we're on Growth. Disrupting our workflow but we have a workaround. Happy to jump on a call.,Billing,Medium
TK105100,ACC101664,2026-05-03,Exported report totals don't tie out to the dashboard figures. Disrupting our workflow but we have a workaround. This is impacting our team.,Reporting,Medium
TK105101,ACC101664,2026-06-08,"Our API integration returns 500 errors on the positions endpoint. High priority, please escalate.",API/Integration,High
TK105102,ACC101664,2026-05-03,"Can't schedule the regulatory report — it times out on generation. High priority, please escalate. Any update would help.",Reporting,High
TK105103,ACC101665,2026-06-03,We were charged for overages we don't understand. This is blocking all trading and needs an urgent fix.,Billing,Critical
TK105104,ACC101665,2026-06-23,"New user setup is confusing — we can't complete account configuration. Moderate impact, we'd like this fixed soon. This is impacting our team.",Onboarding,Medium
TK105105,ACC101665,2026-07-02,The dashboard takes over 30 seconds to load during market open. It's affecting multiple users right now.,Performance,High
TK105106,ACC101666,2026-05-09,Settlement instruction was rejected with no clear reason. It's affecting multiple users right now.,Settlement,High
TK105107,ACC101666,2026-06-03,Webhook events stopped firing after we rotated our API keys. Just a nice-to-have improvement. Please advise urgently.,API/Integration,Low
TK105108,ACC101667,2026-04-28,"Exported report totals don't tie out to the dashboard figures. Moderate impact, we'd like this fixed soon. Please advise urgently.",Reporting,Medium
TK105109,ACC101668,2026-06-02,The REST API rate limit is blocking our overnight batch sync. Production is down for us — critical impact. Any update would help.,API/Integration,Critical
TK105110,ACC101668,2026-05-28,"Onboarding docs don't match the current UI, we're stuck at SSO setup. High priority, please escalate.",Onboarding,High
TK105111,ACC101668,2026-04-29,Recon job flagged 16 unmatched trades again this morning. Not urgent but it keeps recurring. Please advise urgently.,Reconciliation,Medium
TK105112,ACC101668,2026-06-05,MFA lockout is blocking half our desk this morning. Production is down for us — critical impact. This is impacting our team.,Access/Permissions,Critical
TK105113,ACC101669,2026-05-10,The dashboard takes over 30 seconds to load during market open. This is blocking all trading and needs an urgent fix. Any update would help.,Performance,Critical
TK105114,ACC101669,2026-04-27,Our API integration returns 500 errors on the positions endpoint. It's affecting multiple users right now. Any update would help.,API/Integration,High
TK105115,ACC101669,2026-06-19,"Recon job flagged 16 unmatched trades again this morning. Minor issue, low priority. This is impacting our team.",Reconciliation,Low
TK105116,ACC101669,2026-06-02,Webhook events stopped firing after we rotated our API keys. No rush on this one. Any update would help.,API/Integration,Low
